Cultist,Stealth,Influence,Endurance,Lore,Economic,Strength,Insanity,Position
Ramon Lewis,1.3,8.1,6.8,2.4,4.2,3.5,0.6,Enforcer
Milton Hale,9.9,2.3,2.5,6.0,8.8,2.6,1.2,Accountant
Gladys Matthews,6.8,4.9,6.1,4.7,6.0,5.8,0.7,Accountant
Fredrick Copeland,9.5,1.1,5.3,2.8,10.0,0.2,9.5,Assassin
Paula Martinez,8.5,6.2,5.3,1.9,7.9,6.7,2.0,Accountant
Evelyn Ingram,5.5,4.7,2.6,1.7,0.0,3.2,5.6,Assassin
Darrin Meyer,0.7,6.1,2.6,5.3,7.7,7.6,0.6,Accountant
Dan Collier,2.5,2.2,8.7,9.8,7.0,6.1,5.2,Accountant
Edgar Sherman,7.1,7.3,3.6,2.1,6.0,1.6,4.6,Recruiter
Johnny Guzman,5.6,7.4,6.6,2.6,7.2,0.8,8.4,Recruiter
Keith Howard,3.6,5.4,2.6,5.5,2.8,2.0,4.5,Recruiter
Melinda Holmes,6.3,1.6,8.4,2.4,2.7,5.7,4.7,Assassin
Jordan Rodriguez,8.5,9.0,6.9,2.2,6.5,8.3,4.6,Enforcer
Emily Hammond,4.1,6.5,6.3,7.7,7.9,7.1,4.6,Accountant
Blanche Walker,0.5,7.9,1.4,5.2,3.2,3.4,3.4,Recruiter
Traci Powell,4.9,1.0,2.6,7.7,7.4,7.3,3.6,Accountant
Ray Olson,4.7,0.3,6.6,2.9,7.4,4.6,5.9,Assassin
Nick Schneider,4.6,8.3,2.3,2.0,2.3,5.2,0.9,Enforcer
Raul Palmer,7.9,2.1,2.2,9.8,6.8,4.1,2.4,Accountant
Josefina Lloyd,1.5,2.9,1.5,0.2,4.3,2.0,1.3,Accountant
Krista Bridges,4.7,8.1,0.2,5.6,7.0,8.9,0.6,Advisor
Anita Welch,7.8,7.7,1.1,2.3,3.4,9.0,7.7,Enforcer
Fannie James,4.0,9.3,8.5,8.6,5.1,4.2,4.0,Priest
Tamara Green,6.0,1.6,0.4,7.0,0.6,8.2,1.4,Assassin
Ollie Carr,1.9,4.2,0.2,6.8,0.8,1.8,0.7,Advisor
Clark Hoffman,9.1,3.2,3.4,4.4,5.1,0.8,3.9,Assassin
Gregory Mckinney,9.4,7.2,6.8,2.1,7.4,10.0,9.5,Enforcer
Karl Thomas,3.7,2.5,5.4,0.5,2.8,3.8,9.0,Assassin
Melvin Vega,0.3,8.2,3.9,5.6,8.0,1.8,2.4,Advisor
Edna Day,3.6,9.5,8.9,6.4,5.0,9.7,10.0,Enforcer
Roland Massey,8.1,7.7,2.5,6.0,7.9,2.5,3.8,Advisor
Terrell Stevenson,4.5,4.3,9.9,5.7,2.2,4.0,9.1,Assassin
Vera Allison,5.8,5.4,2.4,5.0,8.0,0.1,8.8,Recruiter
Rochelle Powers,1.2,7.3,3.6,9.1,5.3,3.5,8.8,Priest
Misty Obrien,2.3,1.9,3.0,0.4,8.8,8.9,2.3,Enforcer
Ronnie Morton,7.1,0.4,0.7,9.4,6.5,8.5,7.5,Advisor
Paul Jenkins,4.3,3.8,2.3,7.8,1.6,0.3,2.8,Advisor
Doreen Robertson,7.7,2.6,3.6,5.5,9.4,0.2,5.9,Accountant
Rhonda Shelton,1.5,0.5,2.5,3.4,0.8,5.0,1.5,Enforcer
Leland Schultz,7.3,7.4,3.1,7.1,7.9,2.8,5.9,Advisor
Leonard Scott,1.5,9.1,7.3,2.5,4.1,2.6,0.3,Enforcer
Emmett Gross,4.7,5.9,9.0,0.9,2.6,8.1,0.2,Enforcer
Joshua Brock,0.2,0.0,5.4,2.5,8.0,5.6,1.7,Accountant
Mildred Clark,3.2,9.9,6.7,5.0,5.6,9.3,9.9,Enforcer
Elsie Pratt,0.3,5.5,7.7,1.9,4.1,6.4,9.6,Enforcer
Pauline Freeman,0.2,1.1,3.9,0.6,2.0,0.2,0.0,Accountant
Kerry Brewer,6.4,9.4,3.9,9.5,6.2,1.8,5.9,Advisor
Marta Dawson,0.1,9.3,1.6,0.3,7.1,5.0,7.0,Recruiter
Priscilla Carlson,8.2,4.6,6.5,1.4,1.9,5.0,2.3,Assassin
Gordon Snyder,1.2,6.9,7.3,1.6,9.2,4.3,7.4,Priest
Patty Adams,4.2,5.4,1.5,6.1,7.0,8.3,2.0,Advisor
Bertha Sims,5.8,3.9,7.6,2.9,1.8,5.0,4.1,Assassin
Cora Douglas,10.0,9.2,1.1,5.5,6.1,1.4,8.7,Recruiter
Abel Mccormick,8.3,3.3,8.8,6.0,4.0,3.6,7.8,Assassin
Mary Owens,1.5,7.0,8.5,8.7,8.9,7.1,1.3,Accountant
Colin Ferguson,0.5,0.4,2.6,0.1,6.5,0.2,4.3,Accountant
Elmer Evans,0.9,3.8,6.8,2.9,0.1,5.1,5.1,Enforcer
Darrell Briggs,5.8,9.7,4.8,9.2,5.1,8.9,1.0,Advisor
William Jimenez,2.3,8.0,1.7,7.4,1.4,7.1,6.7,Priest
Miguel Henderson,7.8,3.8,2.9,10.0,8.8,3.7,1.3,Accountant
Steven Brooks,6.5,4.1,1.2,4.1,0.8,7.5,3.0,Enforcer
Dorothy Underwood,5.4,0.4,8.9,3.7,5.2,2.7,0.6,Accountant
Christy Morales,8.9,4.4,8.4,1.9,1.5,7.2,2.4,Assassin
Opal Wilkerson,0.4,8.1,6.3,4.7,1.7,8.8,2.4,Enforcer
Margie Mcguire,5.7,0.6,1.8,0.1,1.2,9.4,7.3,Assassin
Candice Huff,0.6,1.0,3.2,0.1,1.6,6.6,8.8,Enforcer
Willie Townsend,6.0,9.4,1.7,4.0,1.0,4.4,9.9,Recruiter
Tara Gordon,4.2,2.6,4.1,5.2,6.1,2.0,8.5,Priest
Joanne Berry,3.1,5.2,4.1,0.0,1.6,6.3,6.5,Enforcer
Elvira Keller,7.3,7.1,9.5,9.0,5.3,0.6,5.5,Accountant
Audrey Neal,3.2,9.5,4.2,4.6,6.2,9.3,5.8,Enforcer
Gene Ryan,5.4,3.5,2.9,4.7,8.2,8.4,5.3,Accountant
Leon Mccarthy,4.3,8.1,7.1,0.7,0.9,3.5,6.9,Enforcer
Rosalie Sandoval,3.6,5.5,5.2,8.8,5.3,8.2,8.5,Priest
Louis Warner,5.9,2.2,9.0,4.9,4.2,5.2,2.7,Assassin
Carl Hanson,0.2,5.5,3.1,6.8,6.6,3.4,9.9,Priest
Oscar Mack,1.7,3.5,7.9,4.1,3.9,1.5,7.6,Priest
Neil Mccormick,2.8,4.2,0.7,2.9,4.5,0.9,1.3,Advisor
Alfred Brock,2.0,0.6,9.1,3.5,0.1,2.2,7.5,Assassin
Kay Christensen,1.4,0.3,1.5,5.1,9.9,5.5,4.2,Accountant
Justin Sparks,9.6,5.9,5.0,4.8,1.6,1.8,2.0,Assassin
Harry Wise,1.7,7.7,4.8,3.1,5.6,5.7,4.9,Enforcer
Norman Marsh,6.9,5.9,0.0,1.9,6.5,6.5,8.0,Recruiter
Darlene Bradley,0.7,0.7,2.4,0.8,3.1,8.3,3.1,Enforcer
Gerald Pena,6.0,0.6,7.2,6.5,7.2,3.9,7.6,Assassin
Shane Lambert,5.3,7.7,7.5,4.9,6.7,1.8,6.6,Recruiter
Loren Sanders,6.4,1.6,7.5,3.9,1.1,9.9,7.7,Assassin
Kenneth Harmon,5.7,4.9,7.6,4.2,0.5,9.6,4.8,Enforcer
Forrest Lopez,8.0,6.2,3.1,8.6,3.4,4.9,4.2,Advisor
Melinda Shelton,0.8,3.8,0.6,5.9,7.1,2.3,7.0,Priest
Genevieve Pittman,4.0,6.0,0.0,0.6,8.9,4.3,10.0,Recruiter
Rita Schmidt,4.1,3.8,9.5,3.5,2.0,3.0,8.5,Assassin
Alton Hampton,3.7,5.2,7.7,1.9,1.3,4.8,2.7,Enforcer
Jimmy Owens,8.6,9.0,4.4,6.2,7.1,9.4,8.0,Enforcer
Debra Richardson,0.5,3.3,3.9,1.4,1.6,9.2,7.0,Enforcer
April Parks,3.5,6.7,2.2,6.4,6.0,3.0,7.2,Recruiter
Rudolph Briggs,5.1,3.1,4.6,4.6,1.9,5.6,1.5,Enforcer
Kimberly Reeves,0.7,0.4,8.2,6.7,6.8,7.1,2.3,Accountant
Willis Montgomery,1.2,3.1,9.4,0.0,7.7,5.5,4.5,Enforcer
Dave Ballard,6.7,1.7,8.7,5.7,3.9,1.5,8.8,Assassin
Robin Pratt,4.5,9.8,6.1,4.4,3.4,2.5,8.2,Recruiter
Kelly Evans,9.8,8.0,3.7,2.6,1.7,1.4,3.3,Recruiter
Jenna Harrington,7.1,6.1,6.9,4.0,4.0,3.6,8.4,Assassin
Mable Bates,3.2,1.7,4.6,2.4,1.5,2.9,0.1,Assassin
Jeffrey Parsons,4.6,8.8,8.8,1.3,6.4,2.3,8.7,Recruiter
Larry Gibson,3.6,4.4,8.6,7.6,0.7,8.1,8.5,Enforcer
Robyn Fernandez,1.1,7.6,9.0,9.9,2.8,4.7,2.7,Priest
Ellen Newman,2.1,8.4,7.0,6.6,2.9,5.4,2.9,Enforcer
Neal Bryan,1.0,3.9,4.7,6.0,7.4,8.3,5.6,Priest
Nettie Hoffman,9.2,2.1,1.4,7.7,0.0,2.4,8.3,Assassin
Rosemarie Salazar,2.6,6.6,1.9,5.8,8.6,2.4,6.7,Recruiter
Rufus Harper,6.8,3.8,6.3,3.3,2.1,0.4,9.9,Assassin
Emma Alvarado,7.8,4.1,7.3,0.8,1.7,8.4,2.6,Enforcer
Frederick Cruz,3.8,0.9,6.1,4.5,2.8,1.7,1.9,Accountant
Brad Diaz,5.3,2.5,4.5,6.7,8.8,7.8,3.9,Accountant
Jon Moran,4.7,8.6,10.0,2.9,6.5,3.9,0.6,Accountant
Lorenzo Scott,1.3,7.9,2.4,4.9,1.3,0.4,7.7,Recruiter
Gerard Delgado,5.5,5.9,9.3,2.2,2.7,2.2,0.4,Enforcer
Jose Cobb,8.9,2.0,2.9,1.5,8.0,0.9,9.5,Assassin
Roger Nelson,8.6,0.1,0.5,3.8,7.1,6.8,1.1,Accountant
Dean Webster,4.8,2.0,8.5,4.9,1.3,1.4,9.0,Assassin
Doreen Hunt,2.2,7.0,2.7,2.0,5.3,4.8,6.5,Recruiter
Elijah Reed,8.0,7.5,6.2,9.3,0.3,4.8,7.4,Priest
Marianne Garza,7.1,1.7,6.2,5.0,9.0,6.3,7.4,Assassin
Vicky Mcguire,3.9,2.6,2.9,8.6,4.5,3.8,7.0,Priest
Allison Morris,1.7,3.2,6.6,1.9,6.1,5.0,9.9,Priest
Roxanne Hubbard,8.0,8.2,8.6,7.4,8.4,5.6,0.4,Accountant
Heidi Glover,1.2,3.0,5.5,2.6,2.2,2.4,5.1,Priest
Melody Graves,4.9,3.8,9.7,3.1,6.3,0.2,9.8,Priest
Gilberto Reynolds,0.1,5.0,5.4,5.3,4.8,6.4,2.4,Enforcer
Tina Carlson,7.6,4.0,2.4,0.0,4.9,1.1,5.0,Assassin
Tonya Reyes,2.0,3.6,0.0,4.2,8.9,6.0,4.0,Advisor
Maurice Casey,6.1,4.3,8.5,2.3,6.9,1.2,7.9,Assassin
Angel Allen,8.6,8.5,4.6,8.9,1.1,5.8,6.3,Advisor
Kenny Quinn,7.9,9.3,2.1,7.4,2.4,2.3,2.2,Advisor
Brian Bowman,7.6,3.7,1.1,5.3,0.5,9.0,1.5,Enforcer
Rick Pierce,6.6,9.1,2.6,2.4,6.5,2.7,8.7,Recruiter
Garry Cohen,7.7,0.5,9.6,5.1,4.2,8.5,7.3,Assassin
Mandy Spencer,2.1,6.5,3.4,7.2,1.3,0.2,4.0,Recruiter
Duane Steele,1.7,9.8,7.9,7.0,5.6,6.5,2.7,Enforcer
Lester Kelly,8.8,7.7,7.8,4.2,0.7,9.9,4.8,Enforcer
Billy Leonard,3.3,0.6,2.8,2.5,1.6,0.4,4.5,Assassin
Terry Garner,8.3,4.7,3.4,3.5,3.2,2.0,0.8,Accountant
Brett Moreno,9.2,6.4,4.4,7.2,2.4,8.7,2.7,Enforcer
Jeannette Rios,6.6,7.3,8.3,4.5,3.3,6.3,9.9,Enforcer
Mae Ruiz,6.4,4.2,9.0,0.2,8.6,1.4,2.3,Accountant
Timothy Hamilton,1.3,0.6,2.8,5.7,3.0,6.3,5.9,Priest
Terrence Wright,0.5,4.6,4.0,5.0,4.3,1.2,8.1,Priest
Mona Mathis,7.5,8.1,8.0,8.0,9.2,7.7,0.6,Accountant
Jessie Wagner,9.9,8.5,7.9,6.2,8.8,1.3,6.7,Recruiter
Donald Carter,0.6,5.2,4.0,3.3,0.6,9.0,4.1,Enforcer
Frank Carr,8.9,4.2,5.6,7.2,3.1,1.0,4.6,Assassin
Bridget Barrett,6.7,2.8,9.6,6.4,2.0,10.0,2.6,Enforcer
Amelia Phillips,3.6,1.8,7.6,7.2,8.0,1.5,5.4,Accountant
Nathan Valdez,9.1,0.3,0.0,4.3,1.0,2.9,1.3,Assassin
Edwin Perry,6.1,8.8,3.0,9.8,2.8,0.8,4.8,Advisor
Sophie Stanley,4.1,7.5,0.7,6.5,0.9,4.8,7.4,Recruiter
Nancy Caldwell,5.2,6.4,2.7,7.0,8.5,7.0,9.5,Recruiter
Gloria Hicks,3.2,0.0,4.2,6.6,9.1,3.2,3.9,Accountant
Kayla Page,7.0,1.0,1.3,6.5,3.6,4.8,7.5,Assassin
Sonya Singleton,2.3,5.9,9.0,9.4,9.8,4.6,7.7,Priest
Mario Olson,8.3,4.7,2.7,8.2,2.2,0.7,8.3,Recruiter
Rachel Nguyen,9.9,4.9,1.3,0.7,6.0,5.5,7.8,Assassin
Kristine Nichols,4.0,5.1,3.8,1.9,2.6,2.6,8.9,Priest
Freda Mclaughlin,1.4,9.6,5.7,7.3,0.9,2.0,0.4,Advisor
Alexander Byrd,9.2,5.3,8.8,5.7,4.3,8.9,2.2,Assassin
Alyssa Barker,3.3,6.3,5.5,6.2,9.0,1.5,4.6,Accountant
Charlie Cross,6.9,5.9,6.6,5.7,6.3,7.8,4.0,Enforcer
Milton Hart,0.8,9.9,1.8,6.3,9.6,6.9,5.6,Advisor
Sabrina Brock,1.3,2.9,5.4,4.6,5.8,4.9,4.7,Priest
Tracy Alvarez,6.9,2.8,8.1,6.4,4.5,9.1,6.2,Assassin
Vickie Welch,6.8,0.0,9.8,4.3,3.9,2.6,3.4,Assassin
Myrtle Ruiz,5.2,3.4,4.6,5.7,7.2,7.8,1.1,Accountant
Jean Bates,2.3,5.1,0.8,5.7,9.3,4.0,0.1,Accountant
Lee Adkins,9.8,1.1,8.0,2.3,5.7,3.4,9.6,Assassin
Lonnie Perry,9.0,2.1,5.3,6.9,9.1,1.1,9.3,Assassin
Melinda Simon,9.3,8.1,6.8,5.3,1.0,7.5,4.3,Enforcer
Wilson Steele,9.3,9.4,3.0,5.4,2.1,3.3,8.5,Recruiter
Lionel Harrison,5.9,6.0,1.1,8.6,3.3,5.7,9.7,Recruiter
Cheryl Silva,6.4,6.4,6.3,2.4,3.6,5.4,8.2,Enforcer
Carroll Vasquez,9.3,1.1,6.4,5.6,4.9,7.4,9.4,Assassin
Maureen Armstrong,0.7,9.3,3.3,7.8,9.0,5.8,2.5,Advisor
Carlton Simpson,9.7,0.6,9.1,1.4,5.6,7.9,9.2,Assassin
Dennis Stokes,6.8,3.5,1.2,6.9,4.5,5.3,1.8,Advisor
Joseph Jacobs,6.1,0.0,10.0,2.7,1.2,0.7,8.9,Assassin
Keith Campbell,5.7,9.7,8.0,6.4,6.7,2.2,4.3,Recruiter
Alice Salazar,1.5,2.2,1.5,2.4,6.2,5.4,5.2,Priest
Elisa Horton,7.3,5.3,7.8,5.4,9.2,8.6,6.8,Assassin
Kristin Martinez,9.2,9.1,7.7,7.0,2.9,4.8,6.9,Assassin
Simon Harmon,0.0,9.5,7.0,9.5,7.7,4.5,3.5,Priest
Edwin Mullins,0.4,9.9,6.2,0.6,7.6,9.3,9.7,Enforcer
Martin Gardner,9.6,9.2,0.3,0.3,3.5,2.3,0.0,Advisor
Sandy Marshall,9.5,9.1,6.1,2.2,7.1,0.2,6.6,Recruiter
Billie Harris,6.6,6.7,8.0,9.9,6.7,3.9,8.3,Priest
Horace Collier,8.4,0.4,6.6,2.9,5.1,9.9,7.1,Assassin
Suzanne Aguilar,6.6,8.3,4.8,4.8,7.0,4.1,7.4,Recruiter
Kent Newton,5.3,3.9,9.4,0.7,3.9,5.6,9.2,Assassin
Kevin Cain,0.9,6.6,6.3,6.7,8.2,9.8,9.9,Priest
Arnold Schmidt,3.6,7.2,2.7,1.5,8.5,4.0,4.7,Recruiter
Miguel Robertson,4.7,0.6,3.9,9.0,9.2,6.5,0.5,Accountant
Darrell Blake,8.1,7.9,6.1,8.5,9.6,4.6,6.5,Advisor
Julius Webster,6.6,2.5,9.8,1.9,0.3,1.0,0.2,Assassin
Antonia Francis,9.3,5.2,9.3,2.9,7.1,1.6,1.1,Accountant
Boyd Brewer,0.3,6.0,0.4,5.0,4.6,5.0,4.3,Advisor
Ollie Dunn,6.2,8.2,4.5,3.6,0.1,1.9,1.2,Recruiter
June Moran,5.0,0.7,5.2,0.1,5.7,5.6,9.0,Assassin
Alfredo Bishop,4.8,1.9,8.7,3.9,7.2,8.3,9.5,Assassin
Carlos Poole,7.9,4.8,2.3,9.0,8.7,8.7,2.2,Advisor
Angelica Hughes,8.8,8.8,8.7,6.6,3.3,0.6,9.5,Recruiter
Mildred Edwards,5.4,1.6,1.5,9.5,3.4,6.0,9.9,Priest
Julio Wheeler,9.6,1.4,2.5,5.9,6.2,9.4,0.9,Assassin
Lena Medina,10.0,3.2,8.1,8.9,7.4,1.1,0.6,Accountant
Kyle Holt,9.6,9.0,5.5,0.3,1.4,7.7,9.6,Enforcer
Christian Torres,5.1,2.0,2.9,1.5,7.3,5.9,5.2,Assassin
Taylor Washington,3.7,0.0,8.8,0.1,3.7,9.3,7.8,Enforcer
Franklin Parks,5.7,8.6,6.4,0.5,0.7,7.4,4.8,Enforcer
Bernice Fields,9.6,4.9,3.9,6.6,2.0,5.6,4.5,Assassin
Raquel Sullivan,1.3,3.7,0.0,2.2,2.1,9.4,4.2,Enforcer
Debra Farmer,6.9,4.0,6.3,2.4,4.7,1.5,9.3,Assassin
Duane Reeves,3.4,8.0,10.0,3.6,9.8,8.2,5.3,Enforcer
Jeffrey Lawrence,2.2,1.3,6.7,5.1,1.7,0.3,6.2,Priest
George Patton,7.6,2.4,9.1,7.0,9.1,4.3,6.3,Accountant
Bennie Anderson,0.7,6.3,1.4,6.1,3.0,9.9,5.5,Enforcer
Lydia Hicks,9.4,3.7,2.0,1.2,4.8,5.8,5.2,Assassin
Paul Munoz,3.3,9.1,2.5,0.7,3.2,6.0,8.0,Enforcer
Vera Holmes,1.5,2.9,8.0,5.8,1.3,9.9,0.6,Enforcer
Kelli Moss,9.5,4.1,1.8,7.9,8.1,8.7,9.2,Advisor
Shirley Mathis,6.6,9.5,6.1,1.8,5.2,7.6,2.1,Enforcer
Amy Love,7.1,0.7,9.1,6.5,0.6,5.3,6.1,Assassin
Kerry Parker,7.6,4.9,4.4,0.8,9.1,5.0,7.2,Assassin
Leticia Mason,2.3,4.2,1.2,0.0,1.1,9.7,8.4,Enforcer
Dana Romero,3.7,7.1,1.5,5.6,3.7,6.4,5.5,Recruiter
Meredith Allison,0.5,6.3,0.3,0.8,8.3,1.1,7.3,Recruiter
Cecil Tate,5.7,5.6,9.5,2.6,9.6,6.5,1.1,Accountant
Travis Harper,6.0,8.0,4.3,2.1,9.4,7.8,4.4,Enforcer
Lisa George,8.0,2.8,8.9,8.0,2.0,3.4,6.7,Assassin
Jan Kennedy,8.7,4.2,0.3,2.1,0.0,8.6,0.6,Enforcer
Brenda Ramirez,6.1,4.6,3.9,3.6,6.4,1.0,1.2,Accountant
Marion Cox,7.3,9.9,4.6,1.2,0.7,1.5,9.7,Recruiter
Andre Watson,7.7,0.4,3.9,8.2,6.8,9.9,8.7,Assassin
Meghan Price,5.6,3.9,0.5,4.3,8.6,6.6,3.7,Advisor
Diana Malone,9.1,2.8,1.9,8.4,5.7,1.4,9.7,Recruiter
Lela Porter,2.1,6.1,6.8,1.1,3.2,4.1,2.5,Enforcer
Yvonne Norris,0.6,8.6,0.6,0.8,9.5,1.7,5.0,Recruiter
Susie Cruz,8.5,4.9,6.6,9.2,1.2,6.7,1.0,Assassin
Phillip Henderson,8.3,5.2,9.5,1.2,4.7,8.2,5.1,Enforcer
Loren Hill,7.4,7.4,10.0,9.5,6.0,3.5,4.2,Accountant
Pete Bennett,4.4,7.2,1.8,5.6,1.7,6.9,9.6,Priest
Ronald Townsend,5.2,0.2,5.7,9.1,6.5,10.0,9.8,Assassin
Dexter Mann,7.0,5.2,9.9,1.3,6.5,8.5,1.1,Enforcer
Pat Burns,4.7,5.2,3.8,7.4,5.6,1.3,0.5,Accountant
Mona Wise,9.2,4.9,2.5,3.7,7.9,7.7,6.2,Assassin
Bessie Glover,0.7,7.9,9.2,7.2,9.8,0.3,9.9,Priest
Willie Miles,4.6,4.9,7.0,3.9,2.3,4.0,2.4,Enforcer
Leslie Ingram,8.9,0.6,2.2,4.7,9.4,9.5,3.7,Assassin
Barry Summers,8.2,2.9,0.6,1.5,1.6,7.7,4.1,Assassin
Emilio Richardson,4.3,3.3,8.6,3.2,9.3,5.3,2.9,Accountant
Verna Waters,7.6,7.2,9.4,2.4,1.6,7.0,3.6,Enforcer
Hazel Chavez,7.3,6.0,1.7,8.0,0.0,5.9,9.0,Recruiter
Lindsey Hayes,2.7,0.5,7.6,5.1,1.6,0.6,2.1,Assassin
Nadine Robinson,5.2,6.4,8.4,9.6,3.4,7.8,9.6,Priest
Glen Roberts,9.0,3.4,1.3,8.9,1.9,6.9,1.6,Advisor
Israel Richards,5.2,2.6,0.1,6.9,2.4,0.1,0.5,Advisor
Roland Barnett,8.7,1.7,1.9,6.4,0.7,5.0,9.6,Assassin
Michelle Howard,8.8,8.4,6.3,1.2,7.9,3.1,9.9,Recruiter
Tyrone Romero,1.7,7.6,2.0,6.5,9.0,3.3,7.9,Recruiter
Lindsey Watts,8.4,6.9,4.8,3.9,6.0,9.0,4.5,Enforcer
Dawn Zimmerman,2.0,1.8,1.3,5.7,4.1,8.7,3.0,Enforcer
Janice Singleton,8.1,7.6,6.0,2.1,0.8,3.5,9.2,Assassin
Lee Pierce,7.8,5.0,7.8,6.9,5.0,4.0,9.1,Assassin
Phil Christensen,1.3,0.5,9.7,5.2,9.1,1.1,4.9,Accountant
Rebecca Bryant,1.9,5.9,1.1,3.6,8.7,9.1,1.9,Advisor
Marion Holt,7.2,7.7,2.4,4.2,4.9,1.9,6.5,Recruiter
Jody Holloway,8.7,9.7,4.9,9.3,3.3,6.9,7.2,Advisor
Marie Colon,6.7,6.1,8.7,4.9,6.0,8.0,9.9,Enforcer
Lillie Silva,4.4,9.0,0.1,3.7,7.9,8.1,3.3,Advisor
Sheila Beck,6.7,5.6,0.8,9.7,10.0,8.7,4.2,Advisor
Bruce Rodgers,2.8,1.2,10.0,8.3,2.8,5.2,0.1,Accountant
Danny Payne,0.9,0.4,8.5,6.6,3.4,4.9,2.8,Accountant
Paul Daniel,7.8,1.9,8.4,3.8,8.5,5.7,1.1,Accountant
Herbert Reid,8.2,5.5,3.0,8.5,0.4,5.5,4.0,Advisor
Dewey Alvarez,6.2,1.0,0.5,9.7,4.9,3.6,1.6,Advisor
Virgil Stephens,5.2,2.4,8.6,8.1,9.6,4.1,7.3,Accountant
Irene Benson,6.7,4.2,6.6,9.0,1.6,2.5,7.3,Priest
Lucas Parks,5.9,6.5,3.3,8.7,1.6,6.4,8.2,Priest
Alyssa Moss,8.6,6.5,6.9,6.6,7.5,5.7,8.7,Assassin
Harvey Houston,1.1,0.4,7.3,4.9,2.0,8.0,1.3,Enforcer
Nathan Lowe,7.2,7.1,0.7,7.8,0.4,6.5,7.1,Advisor
Bernadette Rios,1.1,5.5,9.0,7.4,8.8,4.0,4.7,Accountant
Peter Willis,2.6,8.7,9.0,4.7,7.7,4.3,8.6,Priest
Roberto Banks,0.4,0.7,1.9,4.6,7.3,5.8,3.9,Accountant
Francisco Knight,0.2,0.3,1.7,6.0,6.0,7.7,5.4,Priest
Marcia Gardner,7.6,5.6,7.0,5.9,5.5,7.9,3.4,Enforcer
Heidi Alexander,6.8,2.4,9.4,0.8,3.4,8.2,5.1,Assassin
Sophie Black,2.1,8.2,7.2,8.5,8.9,3.3,6.8,Priest
Brent Burton,8.2,0.2,2.9,8.0,8.6,3.8,4.1,Accountant
Lucy Richards,7.5,7.6,7.0,4.4,7.9,5.0,2.7,Accountant
Nichole Harmon,1.4,5.3,8.4,9.3,10.0,6.0,7.3,Priest
Mario Guzman,7.9,5.0,3.0,4.6,9.9,6.6,5.8,Accountant
Henry Hines,5.2,8.8,3.1,3.2,5.6,8.0,7.5,Enforcer
Elias Walton,9.2,3.1,0.5,6.9,7.6,4.4,2.2,Advisor
Johnathan Mcdaniel,1.9,5.3,4.1,2.4,7.9,4.8,8.7,Priest
Jack Spencer,1.5,7.6,0.6,2.9,7.4,4.4,1.2,Advisor
Kayla Webb,0.5,6.6,5.8,3.4,9.5,7.5,0.1,Accountant
Toni Howard,4.7,8.5,9.5,4.7,2.9,2.0,6.5,Priest
Jessie Park,0.2,2.0,5.7,9.2,6.3,1.0,8.2,Priest
Marion Poole,6.5,8.3,5.9,3.1,5.1,7.4,8.4,Enforcer
Michael Simmons,8.6,3.0,1.3,3.4,0.0,4.1,6.7,Assassin
Steve Johnston,7.7,6.7,1.5,1.3,7.5,1.5,9.2,Recruiter
Clyde Chambers,9.5,0.0,4.9,8.3,0.3,4.2,2.5,Assassin
Claudia Watkins,7.4,9.8,4.4,0.5,9.5,2.3,9.3,Recruiter
Randal Owens,0.9,3.5,8.3,6.6,5.1,6.7,9.5,Priest
Donald Lawson,3.7,7.1,6.2,0.5,10.0,5.6,3.4,Accountant
Eleanor Cobb,2.7,4.0,8.7,1.2,5.8,1.5,9.4,Priest
Jeannie Fox,5.2,4.9,6.5,6.1,0.5,5.1,1.7,Enforcer
Faye Crawford,3.3,0.7,3.7,7.8,9.1,1.7,6.8,Accountant
Kent Ballard,4.0,7.2,1.2,1.7,6.5,6.9,9.2,Recruiter
Misty Fowler,4.1,4.2,7.7,9.2,1.8,3.5,9.4,Priest
Russell Hudson,2.0,7.9,4.9,6.7,9.3,1.3,2.7,Accountant
Cathy Adkins,8.5,9.6,0.6,6.0,9.1,0.7,4.6,Advisor
Dennis Fletcher,6.2,1.0,0.0,6.2,9.6,6.9,5.0,Accountant
Rodolfo Roberts,0.5,5.3,5.4,1.4,5.5,9.6,2.7,Enforcer
Edmund Stokes,8.5,8.9,1.8,1.5,9.5,9.8,5.7,Enforcer
Elmer Mcguire,0.5,2.6,4.9,2.4,2.6,8.2,7.2,Enforcer
Wilma Pearson,9.0,7.5,4.6,4.9,0.1,8.6,1.1,Enforcer
Gilbert Cummings,5.9,8.8,9.1,6.7,3.7,4.2,5.8,Priest
Justin Guerrero,7.7,2.6,3.9,9.9,4.3,7.0,5.5,Assassin
Clinton Castillo,2.7,3.6,8.4,2.1,6.9,9.3,9.6,Enforcer
Kay Ramos,6.1,8.8,7.7,2.3,2.9,4.4,1.6,Enforcer
Dwayne Clark,7.2,3.7,8.3,9.1,0.4,2.6,8.7,Assassin
Herman Todd,1.5,6.0,2.9,6.2,9.4,7.5,3.8,Advisor
Elizabeth Glover,4.8,8.2,4.8,0.8,0.2,1.9,4.5,Enforcer
Wilma Melia,5.7,7.0,8.1,3.9,8.6,8.4,0.8,Accountant
Kristian Fritz,7.9,1.3,3.5,6.2,3.4,5.1,0.5,Assassin
Fionn Hickman,8.2,0.6,1.3,6.0,7.6,6.1,1.5,Accountant
